sensor_id,timestamp,waste_type,inductive_property,capacitive_property,moisture_property,infrared_property
4,2023-12-26 06:15:00,1,1.17,0.13,0.49,72.17
1,2024-02-05 21:45:00,1,0.7,0.61,0.19,39.76
3,2024-02-08 08:45:00,0,1.26,0.71,0.97,7.78
3,2023-09-18 17:30:00,1,0.86,0.45,0.61,87.78
2,2023-11-14 10:15:00,2,0.96,0.06,0.42,69.99
4,2024-02-05 16:15:00,2,0.97,0.77,0.16,11.4
1,2023-11-01 12:00:00,2,1.07,0.3,0.45,42.75
3,2023-11-05 19:45:00,0,1.14,0.37,0.2,92.6
3,2023-09-03 09:45:00,1,1.0,0.61,0.41,26.5
2,2023-09-27 04:15:00,1,0.97,0.27,0.55,12.42
2,2024-03-16 14:45:00,0,1.38,0.03,0.11,27.55
4,2023-11-06 19:30:00,1,0.79,0.23,0.13,92.35
1,2023-09-12 12:00:00,1,0.68,0.74,0.33,16.71
3,2024-03-25 04:00:00,1,0.82,0.39,0.35,33.36
1,2023-10-12 15:30:00,0,0.89,0.78,0.99,52.43
4,2024-01-18 02:15:00,1,0.89,0.76,0.76,83.22
3,2023-09-17 02:45:00,0,0.87,0.09,0.12,72.16
3,2023-11-11 00:45:00,2,1.25,0.16,0.17,29.48
2,2023-12-23 04:00:00,1,1.04,0.22,0.15,50.34
3,2024-01-21 07:15:00,2,0.93,0.99,0.32,93.89
3,2024-02-08 21:45:00,2,1.39,0.46,0.32,49.94
2,2023-09-16 09:45:00,2,0.76,0.62,0.3,39.06
3,2023-09-12 10:30:00,0,0.94,0.75,0.73,28.75
2,2023-11-19 21:30:00,2,0.88,0.32,0.49,35.95
1,2023-12-29 10:15:00,0,1.19,0.3,0.56,2.57
1,2023-11-16 10:30:00,1,0.97,0.99,0.98,7.86
2,2023-09-17 20:30:00,1,0.88,0.2,0.92,43.75
3,2023-09-30 13:00:00,1,0.73,0.96,0.71,67.63
3,2023-11-30 04:30:00,0,0.9,0.38,0.42,87.25
1,2023-12-01 09:30:00,2,1.19,0.02,0.43,26.78
2,2024-01-21 08:15:00,2,1.37,0.34,0.9,62.25
1,2024-03-23 08:15:00,0,0.97,0.18,0.5,49.37
1,2023-09-20 23:30:00,0,1.26,0.41,0.34,28.65
2,2023-11-23 12:15:00,0,1.36,0.61,0.84,60.56
4,2024-03-15 15:30:00,2,0.76,0.22,0.48,10.97
2,2023-09-03 15:45:00,0,0.91,0.58,0.2,21.13
1,2023-12-23 18:45:00,0,0.97,0.51,0.18,75.46
1,2024-03-13 08:30:00,0,0.76,0.6,0.21,66.15
2,2023-10-14 01:45:00,2,1.01,0.77,0.98,11.05
3,2023-11-17 05:15:00,0,0.86,0.06,0.95,56.38
3,2024-01-08 14:15:00,2,0.95,0.46,0.92,58.47
1,2023-09-02 19:00:00,0,0.75,0.18,0.58,56.75
3,2024-01-04 07:45:00,2,1.31,0.9,0.93,97.0
3,2023-09-13 08:15:00,0,1.32,0.55,0.08,60.55
4,2023-11-12 02:30:00,1,0.73,0.56,0.44,91.64
2,2023-09-05 00:00:00,1,0.92,0.76,0.15,61.91
2,2024-02-29 18:00:00,2,0.69,0.62,0.42,72.4
1,2023-10-17 22:45:00,0,0.86,0.87,0.58,97.47
3,2023-09-08 09:30:00,2,1.08,0.38,0.63,49.04
4,2024-02-10 09:00:00,2,1.18,0.9,0.43,48.77
2,2024-02-05 10:15:00,1,1.38,0.66,0.18,88.13
4,2023-12-01 14:00:00,2,1.29,0.93,0.03,77.2
1,2024-02-24 21:15:00,0,1.27,0.45,0.15,86.61
3,2023-12-30 11:30:00,0,0.62,0.93,0.71,88.81
3,2024-02-23 00:30:00,2,1.37,0.99,0.28,72.66
2,2024-03-07 13:45:00,2,0.63,0.78,0.8,82.38
1,2023-11-26 10:00:00,1,0.86,0.53,0.67,58.88
3,2024-01-06 19:30:00,2,1.27,0.4,0.34,23.15
4,2024-01-16 01:45:00,0,0.8,0.41,0.37,13.54
3,2024-02-03 11:30:00,2,1.34,0.8,0.31,5.86
4,2024-03-14 21:00:00,1,1.38,0.81,0.89,45.3
1,2023-09-18 14:15:00,2,1.1,0.76,0.05,3.28
4,2023-11-01 22:00:00,2,0.92,0.32,0.24,78.75
2,2024-01-10 15:45:00,1,0.75,0.76,0.77,39.54
4,2024-03-05 06:15:00,0,1.18,0.11,0.92,95.05
3,2023-11-29 19:00:00,2,0.85,0.89,0.99,0.86
3,2023-09-18 13:15:00,0,1.34,0.96,0.25,67.28
3,2024-02-06 12:30:00,1,1.16,0.8,0.18,98.1
2,2024-03-08 03:30:00,2,0.75,0.59,0.98,35.08
1,2023-12-17 00:00:00,2,0.91,0.81,0.42,25.15
1,2024-03-09 23:45:00,1,0.97,0.13,0.3,48.53
1,2024-01-14 10:45:00,0,1.25,0.99,0.59,71.21
3,2023-09-07 19:45:00,0,1.01,0.55,0.38,7.69
4,2024-01-29 11:15:00,1,0.9,0.91,0.73,81.54
3,2024-02-24 08:30:00,2,1.38,0.88,0.56,29.96
2,2024-01-28 15:00:00,2,1.23,0.05,0.36,22.06
3,2023-10-03 00:30:00,1,0.76,0.53,0.22,78.94
4,2023-11-27 18:00:00,2,1.36,0.25,0.98,63.03
4,2024-03-05 02:30:00,0,0.88,0.12,0.5,28.55
3,2023-10-21 15:15:00,2,1.36,0.57,0.14,80.21
1,2024-01-31 12:15:00,2,1.03,0.58,0.75,66.32
3,2024-03-24 10:15:00,1,1.17,0.99,1.0,23.13
4,2024-02-02 04:30:00,2,1.36,0.35,0.11,27.35
3,2023-10-03 20:15:00,0,1.06,0.47,0.39,24.93
1,2024-03-04 12:00:00,2,1.1,1.0,0.16,66.43
1,2024-03-24 06:30:00,2,0.66,0.5,0.66,26.72
2,2023-10-05 14:30:00,1,0.72,0.45,0.08,32.22
2,2023-09-21 17:30:00,1,0.85,0.18,0.63,44.87
3,2023-10-03 10:30:00,1,1.24,0.85,0.24,49.06
4,2023-10-03 06:00:00,1,1.39,0.67,0.83,95.95
1,2023-09-25 12:45:00,1,1.37,0.06,0.98,63.1
4,2023-09-21 08:00:00,2,0.98,0.56,0.96,36.65
2,2023-09-22 16:45:00,2,0.98,0.04,0.58,92.31
1,2023-11-28 20:00:00,0,0.91,0.0,0.51,65.01
3,2023-12-21 02:45:00,1,1.33,0.55,0.15,12.0
4,2024-02-06 18:15:00,0,0.68,0.84,0.23,28.41
3,2024-02-15 19:15:00,0,1.05,0.63,0.8,62.88
3,2023-09-09 09:00:00,2,1.39,0.8,0.56,18.39
3,2023-09-18 02:30:00,0,1.07,0.48,0.48,94.65
2,2023-09-26 01:45:00,0,0.96,0.54,0.66,44.39
3,2024-03-26 17:00:00,2,1.12,0.56,0.78,8.15
3,2023-12-28 08:45:00,1,0.89,0.81,0.58,92.02
2,2024-02-12 15:00:00,2,0.81,0.84,0.81,8.42
4,2023-10-14 04:30:00,2,0.74,0.7,0.58,66.4
4,2024-01-03 10:00:00,2,0.62,0.37,0.7,71.45
1,2023-11-23 09:45:00,2,1.38,0.4,0.27,68.53
4,2023-10-08 05:15:00,0,1.32,0.6,0.72,45.31
4,2024-01-17 17:00:00,0,1.11,0.94,0.34,18.51
1,2023-09-01 20:45:00,1,1.27,0.54,0.5,32.6
1,2024-03-18 11:30:00,2,1.18,0.02,0.26,86.87
4,2023-12-11 01:00:00,1,0.86,0.53,0.19,43.67
4,2023-11-16 02:45:00,1,1.27,0.32,0.78,43.1
2,2024-01-21 23:00:00,1,0.63,0.78,0.52,17.57
1,2023-09-13 14:30:00,2,0.71,0.25,0.19,42.78
1,2023-09-13 19:45:00,2,1.26,0.68,0.83,66.8
4,2024-02-26 09:00:00,1,1.17,0.1,0.75,50.75
3,2023-09-29 09:00:00,2,0.99,0.93,0.03,37.94
2,2023-12-05 18:30:00,0,0.63,0.31,0.12,13.32
3,2023-12-18 16:30:00,2,1.25,0.86,0.38,44.5
3,2023-11-20 16:45:00,1,0.93,0.31,0.96,97.19
3,2023-12-27 14:00:00,1,1.19,0.88,0.01,51.32
1,2023-10-21 08:15:00,1,1.4,1.0,0.54,52.85
1,2023-11-28 02:30:00,2,0.64,0.56,0.37,81.36
3,2024-03-08 23:00:00,1,1.08,0.65,0.03,95.72
3,2024-01-04 00:15:00,1,1.35,0.49,0.88,69.16
1,2023-09-18 14:30:00,0,1.29,0.39,0.84,28.25
4,2023-11-28 20:45:00,2,0.99,0.45,0.91,34.93
1,2024-01-31 05:45:00,2,0.96,0.75,0.68,6.71
4,2023-11-09 00:00:00,1,1.29,0.48,0.41,69.97
4,2023-12-04 18:45:00,1,0.84,1.0,0.99,72.82
1,2023-09-27 13:00:00,1,0.8,0.22,0.78,65.29
2,2024-01-07 10:15:00,2,1.2,0.42,0.16,18.88
1,2024-03-12 19:45:00,1,0.89,0.43,0.41,6.46
2,2023-12-31 06:30:00,1,1.02,0.61,0.54,0.19
4,2024-02-08 02:45:00,1,0.83,0.34,0.74,59.0
4,2023-12-30 05:00:00,1,1.39,0.11,0.32,83.77
2,2023-12-25 10:30:00,1,1.39,0.32,0.08,33.39
4,2023-12-18 08:00:00,0,1.34,0.2,0.93,69.63
4,2024-01-13 17:00:00,0,1.21,0.31,0.09,19.45
2,2024-03-14 06:30:00,0,1.33,0.2,0.47,9.02
1,2023-12-07 19:45:00,2,0.73,0.17,0.56,53.0
3,2023-12-23 00:45:00,0,1.08,0.44,0.9,69.93
3,2024-03-21 22:15:00,0,1.01,0.4,0.91,49.94
1,2024-01-20 19:45:00,2,1.35,0.74,0.56,0.47
2,2023-09-04 18:00:00,1,0.71,0.43,0.39,30.06
4,2024-03-17 14:00:00,2,0.84,0.28,0.37,75.19
4,2023-12-29 22:15:00,0,0.62,0.71,0.1,34.57
2,2023-10-27 05:45:00,2,0.77,0.14,0.94,16.84
4,2023-12-14 22:45:00,0,0.75,0.05,0.36,10.87
2,2024-01-13 09:00:00,1,0.72,0.43,0.42,20.91
3,2023-12-29 23:45:00,0,1.28,0.89,0.83,8.18
3,2023-10-24 21:15:00,1,1.04,0.53,0.14,91.68
1,2024-03-05 15:00:00,0,0.92,0.17,0.11,65.38
3,2023-10-06 23:45:00,0,1.34,0.75,0.86,7.02
2,2023-12-16 18:45:00,1,0.9,0.81,0.79,99.69
2,2023-10-29 20:00:00,0,1.03,0.41,0.88,49.51
1,2023-09-07 23:15:00,2,0.66,0.46,0.03,37.08
3,2024-01-12 07:30:00,2,0.86,0.4,0.53,34.79
3,2023-09-22 01:15:00,2,1.29,0.27,0.7,84.95
3,2023-10-01 12:15:00,1,0.79,0.82,0.7,74.44
3,2024-01-29 01:30:00,0,0.66,0.16,0.02,58.45
1,2024-02-20 07:15:00,2,0.67,0.95,0.19,56.75
2,2024-03-25 17:15:00,2,1.29,0.14,0.4,59.85
4,2024-02-07 04:00:00,2,1.19,0.38,0.49,38.99
3,2023-10-13 20:30:00,1,1.1,0.23,0.86,49.69
4,2023-10-10 15:45:00,0,0.78,0.48,0.6,96.75
1,2023-12-30 04:15:00,0,1.26,0.18,0.88,45.58
3,2023-12-16 04:45:00,0,0.99,0.86,0.09,59.61
1,2023-11-27 09:30:00,0,1.03,0.93,0.97,79.44
3,2023-11-12 17:00:00,1,0.71,0.69,0.64,23.3
1,2024-01-20 02:00:00,0,1.28,0.95,0.55,45.14
2,2023-12-06 05:45:00,2,0.72,0.77,0.08,95.87
2,2024-01-10 21:45:00,2,1.19,0.59,0.76,26.55
4,2023-09-15 04:15:00,0,0.86,0.37,0.25,25.66
4,2024-03-02 12:45:00,2,0.8,0.94,0.81,95.36
1,2024-03-02 04:00:00,1,0.84,0.12,0.04,28.76
2,2024-01-07 04:45:00,2,0.93,0.4,0.06,6.34
1,2024-01-13 07:30:00,0,1.11,0.77,0.56,36.68
4,2024-02-13 23:30:00,0,0.84,0.01,0.83,76.54
3,2023-11-05 18:45:00,0,1.0,0.09,0.13,21.97
3,2023-12-17 11:15:00,0,1.22,0.1,0.95,87.76
4,2023-10-07 14:45:00,0,0.71,0.97,0.96,20.79
2,2024-01-08 06:45:00,0,1.13,0.36,0.59,43.47
4,2023-09-20 08:30:00,0,1.07,0.33,0.78,89.0
3,2024-03-06 21:15:00,0,1.18,0.64,0.48,47.32
2,2023-10-05 04:30:00,2,1.0,0.75,0.62,46.58
3,2023-11-13 11:00:00,2,1.36,0.12,0.98,23.75
2,2024-01-09 13:00:00,2,0.8,0.46,0.32,40.37
3,2023-12-21 09:45:00,2,1.09,0.83,0.52,74.52
2,2023-12-31 22:45:00,0,0.76,0.92,0.15,28.68
4,2023-10-24 03:45:00,2,0.62,0.91,0.72,47.86
4,2024-01-26 20:00:00,2,1.05,0.44,0.49,35.64
2,2023-11-30 01:00:00,1,1.04,0.78,0.31,5.86
1,2024-01-04 20:00:00,1,1.24,0.93,0.14,59.45
1,2024-03-27 18:30:00,2,0.78,0.04,0.74,3.62
4,2023-09-25 20:30:00,2,1.12,0.16,0.59,74.28
4,2024-01-16 12:00:00,2,1.21,0.78,0.4,60.72
2,2023-09-10 16:00:00,2,1.26,0.44,0.79,40.98
1,2024-03-18 04:30:00,0,1.12,0.9,0.91,35.21
1,2023-11-29 12:00:00,1,0.71,0.53,0.79,99.11
3,2023-12-31 16:00:00,0,1.28,0.2,0.89,71.39
4,2023-09-18 01:00:00,1,0.78,0.81,0.45,2.15
2,2024-02-14 05:30:00,1,0.84,0.14,0.77,80.4
3,2023-10-10 13:00:00,1,0.88,0.88,0.63,32.32
2,2023-10-16 18:15:00,1,0.93,0.8,0.78,26.89
1,2024-01-08 21:45:00,0,0.91,0.93,0.46,26.83
2,2024-02-24 20:45:00,1,0.97,0.91,0.38,0.08
1,2023-11-08 07:30:00,1,1.18,0.68,0.1,87.84
1,2024-02-08 23:15:00,2,1.3,0.53,0.24,37.46
1,2023-10-26 14:45:00,2,0.98,0.72,0.59,26.14
4,2023-10-10 13:45:00,0,1.34,0.13,0.39,87.11
2,2024-02-10 15:45:00,2,1.25,0.09,0.04,3.8
3,2024-01-10 12:45:00,0,0.94,0.08,0.15,57.36
1,2023-11-10 10:15:00,2,0.72,0.32,0.19,78.35
4,2024-03-22 09:00:00,1,1.16,0.53,0.92,28.66
3,2024-01-08 01:00:00,2,0.89,0.64,0.96,93.05
3,2023-10-26 09:30:00,1,0.97,0.22,0.89,42.95
2,2023-10-12 04:15:00,0,1.38,0.48,0.74,93.93
1,2023-11-22 03:45:00,2,1.36,0.91,0.27,33.34
4,2023-12-12 11:30:00,1,1.31,0.55,0.5,32.67
4,2023-10-14 22:15:00,0,0.83,0.58,0.76,63.32
3,2023-10-22 08:30:00,1,1.06,0.46,0.48,53.52
3,2023-09-06 14:00:00,2,0.93,0.6,0.12,20.29
3,2024-01-13 11:15:00,0,0.82,0.02,0.68,75.32
3,2024-01-14 11:30:00,1,0.95,0.69,0.66,19.52
4,2023-10-18 19:45:00,0,1.4,0.77,0.98,7.41
2,2023-12-21 03:30:00,2,0.63,0.89,0.19,71.6
1,2024-03-21 11:30:00,2,0.82,0.42,0.72,81.03
1,2024-03-22 12:00:00,0,0.96,0.96,0.72,63.32
3,2023-10-27 04:45:00,2,1.07,0.9,0.95,38.51
1,2024-02-16 23:45:00,0,1.36,0.95,0.39,39.93
4,2024-02-23 08:30:00,1,1.09,0.33,0.91,9.49
1,2024-03-05 10:00:00,0,0.72,0.69,0.17,3.32
3,2024-03-24 03:45:00,2,1.08,0.09,0.88,38.52
2,2023-11-05 07:15:00,1,1.36,0.08,0.78,78.73
4,2024-03-22 00:00:00,0,1.03,0.17,0.18,62.88
2,2023-09-04 12:00:00,0,0.91,0.27,0.25,49.79
2,2023-11-09 04:00:00,1,1.39,0.86,0.39,94.79
2,2024-03-17 01:15:00,2,0.78,0.3,0.02,26.84
1,2024-02-23 05:30:00,0,0.92,0.75,0.23,21.07
4,2023-11-11 21:30:00,0,0.64,0.34,0.49,3.01
2,2024-01-07 15:15:00,2,1.27,0.54,0.79,95.92
2,2024-01-02 00:45:00,1,1.03,0.62,0.27,85.18
2,2023-12-16 18:15:00,2,1.11,0.33,0.38,98.37
1,2024-01-10 14:00:00,1,1.0,0.71,0.89,30.29
2,2024-01-19 04:45:00,0,1.11,0.28,0.57,29.14
2,2023-09-19 22:30:00,1,0.94,0.41,0.41,98.54
2,2023-11-11 02:45:00,0,1.15,0.94,0.27,19.14
2,2023-10-01 19:30:00,0,0.74,0.1,0.8,38.81
1,2023-12-18 13:30:00,0,0.72,0.44,0.57,62.03
3,2023-12-13 09:00:00,2,1.28,0.28,0.38,37.61
4,2023-10-29 07:30:00,2,0.87,0.3,0.82,48.83
3,2023-09-11 16:00:00,0,1.16,0.56,0.56,77.25
3,2023-09-03 19:15:00,2,0.71,0.48,0.56,37.14
2,2023-11-12 12:00:00,0,1.33,0.86,0.64,2.79
4,2023-11-17 22:30:00,0,0.92,0.21,0.05,30.56
1,2024-01-25 22:00:00,0,1.19,0.9,0.35,75.32
1,2024-01-11 15:00:00,1,0.64,0.32,0.46,45.11
1,2023-09-06 22:00:00,1,0.71,0.26,0.76,35.82
2,2024-02-19 08:00:00,0,0.95,0.71,0.92,48.46
4,2023-11-15 15:15:00,0,0.78,0.72,0.05,65.02
4,2024-01-03 09:45:00,0,0.7,0.0,0.98,24.1
3,2024-02-14 01:15:00,1,1.22,0.65,0.87,93.81
2,2023-09-06 08:15:00,0,1.29,0.88,0.61,82.77
3,2023-10-19 09:15:00,2,0.91,0.54,0.41,98.87
3,2024-02-21 13:45:00,0,0.71,0.97,0.71,25.28
1,2023-12-06 03:15:00,2,1.27,0.89,0.09,94.86
1,2024-01-31 21:00:00,0,0.84,0.36,0.74,70.76
1,2023-12-27 14:30:00,1,0.75,0.44,0.72,44.31
3,2023-09-05 15:30:00,2,1.07,0.31,0.45,72.36
1,2024-01-04 15:45:00,1,0.95,0.69,0.49,57.61
3,2024-01-09 21:45:00,1,1.0,0.79,0.47,17.78
3,2024-02-09 02:15:00,2,0.9,0.88,0.01,76.2
1,2024-01-09 15:00:00,2,0.85,0.05,0.32,21.2
4,2024-02-19 11:45:00,0,1.16,0.18,0.77,51.89
4,2024-02-14 03:15:00,1,0.64,0.85,0.13,78.27
3,2023-10-21 00:45:00,1,1.11,0.72,0.84,67.13
2,2023-10-30 03:15:00,0,0.9,0.01,0.3,94.26
4,2023-09-21 16:15:00,1,0.99,0.58,0.62,28.97
3,2024-03-12 01:45:00,0,1.16,0.13,0.74,78.93
1,2023-09-19 22:15:00,0,1.0,0.64,0.94,94.02
3,2024-03-11 22:45:00,2,1.04,0.77,0.74,97.49
1,2023-09-08 14:15:00,0,0.61,0.69,0.31,7.76
3,2024-03-04 13:00:00,1,0.85,0.96,0.44,9.21
4,2024-03-26 11:00:00,0,0.94,0.21,0.41,47.4
2,2024-03-10 10:45:00,2,1.2,0.83,0.74,78.09
1,2023-12-18 04:00:00,1,1.23,0.56,0.8,70.42
4,2023-10-10 04:30:00,1,0.88,0.19,0.63,23.37
1,2024-02-29 05:45:00,0,1.07,0.77,0.26,64.47
3,2023-11-19 14:45:00,1,0.65,0.92,0.5,27.17
4,2024-03-01 06:00:00,1,0.65,0.11,0.87,97.76
3,2024-03-10 23:45:00,2,1.28,0.85,0.63,69.51
3,2023-11-01 02:30:00,1,0.71,0.65,0.49,21.23
2,2023-11-03 11:30:00,2,0.6,0.35,0.55,5.0
4,2024-03-15 02:45:00,0,0.98,0.26,0.38,82.37
4,2023-09-08 04:30:00,1,1.28,0.41,0.28,6.76
4,2024-02-29 07:30:00,0,1.1,0.34,0.22,61.85
1,2023-11-27 12:00:00,2,0.7,0.69,0.21,90.64
2,2024-01-21 06:00:00,0,0.88,0.53,0.74,30.38
3,2023-12-30 13:15:00,2,0.62,0.55,0.01,43.22
2,2023-12-19 05:00:00,1,1.15,0.58,0.57,33.57
3,2023-10-31 02:15:00,1,0.64,0.69,0.64,8.27
4,2023-10-09 10:45:00,2,0.91,0.43,0.27,75.9
3,2024-01-18 07:45:00,2,0.62,0.44,0.05,34.32
4,2023-12-06 17:45:00,1,1.11,0.67,0.18,65.9
1,2023-10-22 20:30:00,1,0.97,0.09,0.39,0.99
2,2024-03-22 18:45:00,1,0.6,0.01,0.52,30.2
4,2024-01-16 01:30:00,1,0.98,0.34,0.45,25.21
4,2023-10-23 21:15:00,1,1.01,0.05,0.09,13.91
2,2024-01-18 08:30:00,0,1.0,0.65,0.16,30.8
1,2024-01-06 07:00:00,0,1.13,0.33,0.99,59.97
3,2023-12-21 22:45:00,2,0.77,0.01,0.38,61.89
2,2023-10-17 12:00:00,0,1.2,0.48,0.06,19.92
2,2023-12-22 07:15:00,1,1.06,0.36,0.33,25.95
4,2023-12-25 04:15:00,2,0.94,0.63,0.05,51.57
4,2024-02-24 01:30:00,2,0.94,0.59,0.72,81.76
2,2023-10-03 02:30:00,1,0.67,0.93,0.9,98.96
3,2023-10-08 09:15:00,2,1.34,0.31,0.68,60.51
4,2023-12-30 10:00:00,1,0.61,0.17,0.04,83.61
2,2024-03-21 23:00:00,1,0.9,0.73,0.46,6.45
1,2023-09-15 22:00:00,1,1.21,0.45,0.03,98.69
1,2023-11-21 17:30:00,0,1.35,0.06,0.45,85.19
3,2024-03-22 22:15:00,2,1.38,0.39,0.5,93.22
2,2023-12-02 14:00:00,2,0.71,0.65,0.26,33.01
4,2023-10-26 10:30:00,0,1.04,0.72,0.58,3.89
4,2023-09-01 12:15:00,2,1.18,0.66,0.33,36.0
4,2023-11-01 07:45:00,0,1.3,0.96,0.06,99.28
4,2023-12-27 20:00:00,0,0.93,0.73,0.69,12.26
3,2023-12-29 18:45:00,2,0.99,0.39,0.06,24.11
2,2023-12-14 18:00:00,0,0.78,0.06,0.91,90.04
4,2023-09-07 18:00:00,1,0.64,0.05,0.33,58.54
1,2023-11-14 12:00:00,0,1.06,0.66,0.66,70.39
3,2023-11-08 09:15:00,0,0.69,0.57,0.1,17.19
4,2024-01-11 19:15:00,2,1.1,0.33,0.02,85.1
1,2023-12-28 16:15:00,2,0.99,0.37,0.74,40.07
3,2023-10-18 06:15:00,2,0.8,0.16,0.41,63.27
2,2024-01-29 07:15:00,2,1.14,0.13,0.58,83.54
2,2023-12-31 08:00:00,0,1.11,0.79,0.6,0.41
1,2024-02-18 10:45:00,2,0.87,0.41,0.23,2.93
1,2024-02-25 14:00:00,2,0.65,0.91,0.02,9.7
2,2023-09-02 19:15:00,0,1.4,0.52,0.83,25.3
4,2024-03-20 10:30:00,2,0.7,0.01,0.65,88.42
2,2023-11-13 11:45:00,1,1.06,0.15,0.93,4.95
2,2023-12-12 14:00:00,0,1.06,0.92,0.67,44.39
3,2023-10-08 04:00:00,2,1.23,0.34,0.22,65.98
3,2024-01-25 21:00:00,1,0.83,0.76,0.69,91.6
2,2024-01-07 23:45:00,2,0.98,0.62,0.18,74.47
3,2023-09-16 19:15:00,1,0.98,0.9,0.87,68.68
4,2023-09-13 22:15:00,0,0.8,0.81,0.93,2.54
3,2023-09-16 06:30:00,2,0.96,0.29,0.66,60.71
1,2023-12-08 18:45:00,1,1.29,0.48,0.75,16.73
2,2023-12-02 09:30:00,1,1.27,0.66,0.67,75.81
4,2023-11-05 20:15:00,0,1.11,0.03,0.74,16.25
1,2023-11-05 13:30:00,1,0.95,0.7,0.24,3.12
2,2023-11-30 06:00:00,0,0.79,0.68,0.94,24.44
3,2023-09-08 06:45:00,1,0.88,0.36,0.1,36.24
1,2023-11-25 04:30:00,0,0.79,0.34,0.79,53.62
1,2024-01-30 15:30:00,2,1.17,0.88,0.98,32.9
1,2023-11-09 18:45:00,2,1.31,0.44,0.53,95.32
2,2024-01-17 07:45:00,1,0.83,0.43,0.69,59.53
3,2024-03-03 13:30:00,1,1.01,0.25,0.08,81.63
1,2024-01-18 04:00:00,1,1.01,0.85,0.52,47.01
3,2024-02-27 01:15:00,2,1.36,0.6,0.76,44.17
2,2023-09-02 20:15:00,0,0.64,0.78,0.02,34.51
1,2024-01-04 11:15:00,2,0.65,0.03,0.48,44.59
3,2023-09-17 10:15:00,0,0.76,0.32,0.51,11.82
1,2023-10-18 17:00:00,0,1.32,0.03,0.24,71.0
2,2024-03-24 17:30:00,1,1.22,0.83,0.89,23.09
1,2024-02-26 17:30:00,1,0.63,0.05,0.72,70.41
1,2023-12-23 20:30:00,1,0.9,0.58,0.59,96.1
4,2023-10-17 00:30:00,2,1.11,0.97,0.38,35.35
4,2023-12-05 15:15:00,0,0.7,0.67,0.09,83.36
3,2023-09-05 10:45:00,1,0.7,0.1,0.3,77.54
3,2024-03-07 10:30:00,0,1.32,0.49,0.77,26.35
4,2023-10-04 04:45:00,0,0.92,0.49,0.42,46.97
1,2023-12-10 15:30:00,0,1.38,0.76,0.13,69.1
2,2023-11-07 21:00:00,0,0.64,0.2,0.14,47.61
1,2024-01-17 16:45:00,2,0.86,0.42,0.98,83.41
3,2023-10-06 19:30:00,2,0.85,0.32,0.77,27.29
4,2023-10-22 16:30:00,1,0.91,0.88,0.1,23.28
3,2024-03-23 18:45:00,1,0.61,0.69,0.46,77.91
3,2024-02-07 07:15:00,2,0.64,0.24,0.09,86.68
3,2024-02-12 20:15:00,2,1.3,0.35,0.22,55.14
3,2023-11-07 09:15:00,2,0.86,0.74,0.53,74.07
2,2023-09-15 18:00:00,1,1.0,1.0,0.79,56.57
4,2024-01-17 06:30:00,2,0.6,0.14,0.53,79.05
4,2023-11-11 11:45:00,0,1.11,0.05,0.9,30.19
1,2024-02-03 13:45:00,0,1.08,0.26,0.77,77.5
2,2024-02-06 21:00:00,1,1.31,0.4,0.26,62.43
1,2024-03-25 19:15:00,0,1.05,0.57,0.33,24.22
4,2023-09-22 05:15:00,0,1.28,0.92,0.49,25.33
3,2024-03-12 14:00:00,1,1.02,0.12,0.03,2.47
2,2023-12-27 07:45:00,2,0.94,0.71,0.38,27.26
2,2024-02-15 12:15:00,2,1.07,0.58,0.58,46.89
4,2023-10-24 07:15:00,0,0.99,0.51,0.65,11.71
1,2023-12-11 22:30:00,1,0.63,0.98,0.99,84.33
2,2024-02-14 02:00:00,2,0.87,0.56,0.5,23.14
1,2023-12-25 17:30:00,1,1.27,0.87,0.69,38.56
4,2024-01-21 16:45:00,2,0.88,0.55,0.96,95.22
4,2023-11-12 05:00:00,1,0.63,0.22,0.98,6.04
3,2023-10-26 23:30:00,2,0.99,0.23,0.99,74.9
3,2023-11-10 17:15:00,1,1.28,0.99,0.49,8.97
4,2023-10-18 04:15:00,0,1.32,0.78,0.85,85.75
4,2024-01-08 13:30:00,1,0.98,0.79,0.92,82.29
2,2024-02-19 21:15:00,0,1.33,0.11,0.93,54.83
3,2023-12-02 11:30:00,0,0.6,0.67,0.57,32.41
1,2024-02-07 13:00:00,2,0.88,0.61,0.01,14.13
1,2023-09-22 11:15:00,0,0.67,0.47,0.76,36.73
2,2024-03-23 13:45:00,0,1.24,0.17,0.08,15.06
2,2023-10-02 18:00:00,2,0.75,0.24,0.19,55.91
1,2024-01-27 05:15:00,2,1.3,0.93,0.74,88.56
4,2023-10-22 17:45:00,0,1.38,0.46,0.51,65.54
3,2023-09-05 14:30:00,2,1.17,0.61,0.94,96.58
4,2023-10-22 00:45:00,1,0.91,0.22,0.04,77.66
3,2023-12-17 07:15:00,1,1.31,0.71,0.28,24.21
4,2023-11-13 09:15:00,2,1.27,0.91,0.15,18.8
1,2024-02-03 00:00:00,2,0.6,0.08,0.47,58.39
2,2023-12-29 15:30:00,0,1.1,0.29,0.37,38.31
2,2024-01-02 07:00:00,0,0.99,0.76,0.02,62.9
3,2023-10-04 03:15:00,0,0.96,0.27,0.64,2.96
3,2023-11-08 02:45:00,1,0.72,0.29,0.75,30.96
3,2023-09-25 16:00:00,1,1.28,0.52,0.87,86.93
4,2023-10-05 11:00:00,2,0.97,0.26,0.54,46.64
